genero,edad,antiguedad,ubicacion,contrato,forma_pago,cargos,sms cantidad,llamada minutos,datos,Whatsapp,Facebook,Instagram,Twitter,TikTok,Uber,Youtube,Netflix,Spotify,Fuerza de ventas,churn
Masculino,25,3,Chihuahua,Postpago,tienda,539,3,5,39,5.22,5.76,3.58,1.21,6.69,2.89,6.16,3.31,4.18,131.9,Sí
Femenino,45,71,Sinaloa,Postpago,tienda,667,8,67,17,1.42,4.18,2.28,1.08,3.44,0.78,1.97,0.44,1.14,157.519,No
Masculino,46,58,Oaxaca,Prepago,app,930,2,55,23,2.75,4.4,1.18,0.83,3.48,1.96,3.68,1.07,2.13,210.794,No
Masculino,20,7,"Campeche, Coahuila",Postpago,tienda,663,14,64,6,0.52,1.3,0.65,0.17,1.4,0.49,0.96,0.16,0.35,140.45,No
Femenino,21,58,Guerrero,Prepago,app,531,12,28,38,3.16,6.03,3.71,3.14,7.94,2.2,6.72,1.14,3.96,139.1,Sí
Masculino,45,42,Guerrero,Postpago,tienda,123,10,63,2,0.17,0.41,0.14,0.08,0.43,0.16,0.27,0.09,0.26,35.253,Sí
Femenino,30,23,Nuevo León,Prepago,app,499,0,7,47,3.17,7.35,4.51,3.82,9.13,1.83,8.5,0.72,4.49,130.756,No
Femenino,18,24,México,Prepago,app,610,7,60,13,1.1,2.46,1.07,0.5,1.95,1.17,1.86,1.18,1.72,136.403,No
Masculino,55,7,Guerrero,Postpago,app,35,6,12,21,1.68,3.85,1,1.27,3.66,2.02,3.99,1.14,2.38,21.247,No
Masculino,45,33,Michoacán,Postpago,app,509,3,42,20,2.14,3.69,1.45,1.33,3.52,1.65,2.97,1.52,1.72,120.847,No
Masculino,29,1,Sinaloa,Prepago,app,791,1,20,46,4.89,8.95,5.48,3.51,6.65,3.78,5.9,2.86,3.98,186.95,No
Masculino,20,55,Zacatecas,Postpago,app,126,1,57,10,1.1,2.06,0.58,0.94,1.8,0.43,1.47,0.74,0.88,42.3,No
Masculino,24,8,San Luis Potosi,Postpago,app,511,1,33,51,6.74,7.99,3.94,2.37,7.81,4.6,7.82,1.5,4.43,134.51,No
Masculino,33,6,Morelos,Prepago,tienda,793,4,24,24,3,4.84,1.75,1.21,4.8,1,3.4,2.09,1.92,175.103,No
Femenino,17,45,Guanajuato,Prepago,tienda,845,9,47,23,2.67,4.97,1.42,0.28,4.79,1.09,3.87,2.04,1.87,191.9,Sí
Masculino,62,30,Baja_California_Sur,Postpago,app,124,6,50,48,3.03,8.49,3.49,3.19,9.2,4.8,7.61,3.56,4.63,60.6,No
Femenino,50,37,CDMX,Postpago,app,469,10,24,51,5.33,10.59,5.49,1.1,8.66,3.76,6.48,2.79,6.8,131.15,No
Femenino,37,62,Aguascalientes,Prepago,tienda,958,2,25,10,1.29,1.91,0.43,0.54,1.57,0.73,1.33,0.1,1.15,207.865,Sí
Femenino,57,12,Aguascalientes,Prepago,app,153,9,44,32,3.53,6.92,3.45,2.11,4.87,1.71,4.12,1.91,3.37,53.797,No
Femenino,56,61,San Luis Potosi,Prepago,tienda,117,9,65,49,4.65,9.74,3.43,0.82,10.63,4.65,8.17,2.63,2.91,64.789,Sí
Masculino,34,4,Tlaxcala,Prepago,app,168,14,57,5,0.6,1.18,0.37,0.18,1,0.45,0.52,0.05,0.44,39.987,No
Masculino,37,12,Baja_California_Sur,Postpago,app,946,13,4,41,2.92,10.1,5.42,2.34,6.76,0.64,4.28,2.26,3.13,214.855,Sí
Masculino,51,49,Colima,Postpago,app,745,7,53,17,2.18,3.4,1.69,0.56,4.03,1.46,1.77,0.24,1.05,169.014,Sí
Masculino,55,60,Yucatán,Postpago,tienda,165,5,16,15,2.02,2.39,1.38,0.31,3.52,0.24,2.56,0.27,2.08,51.731,Sí
Femenino,64,14,Sonora,Prepago,app,637,8,67,17,1.46,2.76,1.36,1.41,3.32,1.35,2.89,0.55,1.9,143.05,Sí
Femenino,60,34,Guerrero,Postpago,app,950,14,37,34,4.2,5.85,3.12,2.07,4.87,1.54,5.63,2.44,4.29,217.353,No
Masculino,18,27,Puebla,Prepago,app,783,12,11,5,0.31,1.04,0.38,0.17,0.97,0.29,0.93,0.33,0.58,164.2,No
Masculino,53,14,Quintana Roo,Prepago,tienda,332,5,66,19,1.37,4.12,2.15,0.85,3.89,0.55,3.39,0.2,2.48,83.2,No
Masculino,21,3,Tabasco,Postpago,app,691,5,23,31,2.6,6.56,1.75,1.22,5.73,0.57,6.01,1.75,3.36,157.965,Sí
Femenino,36,47,Quintana Roo,Prepago,tienda,287,3,66,51,3.73,10.02,5.29,2.88,10.9,1.93,6.56,3.88,5.81,98.35,Sí
Masculino,64,71,Sonora,Prepago,app,842,5,8,26,2.18,5.82,3.23,0.23,5.55,0.67,4.41,1.92,1.99,195.05,Sí
Masculino,44,7,Veracruz,Prepago,app,305,4,27,15,1.7,2.94,1.02,1.02,2.92,1.29,1.86,0.56,1.69,72.4,No
Femenino,21,33,Jalisco,Prepago,app,152,12,63,54,7.18,11.25,3.86,1.59,9.62,0.75,9.28,1.05,6.26,69.952,No
Masculino,65,42,Veracruz,Prepago,app,398,1,51,22,2.63,4.27,1.13,1.19,4.41,1.84,2.91,1.61,2.02,101.653,Sí
Masculino,69,33,Quintana Roo,Postpago,app,432,6,33,44,5.84,9.59,3.29,0.96,10.32,1.62,7.36,0.44,4.57,119.397,Sí
Masculino,47,43,Nayarit,Prepago,tienda,453,10,57,46,6.19,7.84,5.23,0.44,7.83,4.41,5.73,4.18,4.14,127.497,Sí
Masculino,18,11,Durango,Postpago,tienda,477,6,32,35,2.77,7.65,2.48,1.96,7.87,2.2,4.74,0.35,2.44,118.888,Sí
Masculino,50,7,San Luis Potosi,Prepago,tienda,762,0,33,33,4.23,5.68,2.13,2.59,5.37,2.27,6.39,1.41,2.94,174.903,Sí
Femenino,47,66,Nuevo León,Prepago,app,857,11,42,12,1.19,2.42,0.96,0.51,2.07,0.43,1.49,0.17,1.71,190.285,No
Femenino,26,5,Quintana Roo,Prepago,app,350,6,49,33,1.85,7.27,1.9,1.24,6.58,1.3,4.05,0.61,4.38,91.854,No
Masculino,66,70,Hidalgo,Postpago,app,718,6,13,43,4.1,8.08,5.16,1.81,8.29,2.15,6.7,0.43,2.9,179.536,No
Masculino,46,16,Durango,Prepago,app,65,7,68,14,1.45,2.57,1.29,0.53,2.77,1.22,2.67,0.39,0.84,27.119,Sí
Femenino,18,62,Hidalgo,Postpago,tienda,516,8,70,46,3.48,9.77,5.45,2.29,8.82,3.15,6.5,0.96,5.59,143.603,Sí
Femenino,42,25,Tlaxcala,Postpago,tienda,892,6,53,28,1.62,4.92,1.29,2.39,5.73,1.13,4.13,0.37,1.81,200.217,Sí
Masculino,34,28,Sonora,Postpago,app,961,12,18,45,4.97,6.86,5.89,1.5,8.7,2.56,7.26,0.85,6.4,224.297,No
Femenino,48,2,Sonora,Postpago,app,768,4,36,48,6.21,7.28,5.83,3.7,9.38,3.4,4.9,0.63,6.66,184.497,No
Femenino,59,53,Guerrero,Prepago,app,433,5,68,8,0.7,1.73,0.88,0.09,1.82,0.65,1.28,0.36,0.5,102.753,No
Masculino,33,23,Aguascalientes,Prepago,tienda,817,13,25,29,4.27,4.57,2.44,0.9,4.57,1.44,5.3,2.02,3.32,185.449,No
Masculino,51,45,Chihuahua,Postpago,app,106,5,46,27,1.38,5.7,3.51,1.67,4.6,1.31,3.67,0.27,3.59,46.06,Sí
Masculino,46,19,"Campeche, Coahuila",Postpago,app,784,10,34,2,0.15,0.34,0.1,0.14,0.41,0.12,0.32,0.19,0.24,162.553,No
Masculino,18,56,Colima,Prepago,tienda,308,12,51,52,5.59,8.03,3.48,3.81,8.61,2.12,5.96,4.48,7.78,103.108,Sí
Masculino,35,54,Nuevo León,Postpago,tienda,525,0,49,4,0.47,0.6,0.43,0.21,0.88,0.11,0.65,0.21,0.45,117.953,No
Masculino,65,33,Sinaloa,Postpago,tienda,789,1,9,38,4.39,7.25,4.67,1.89,5.28,1.4,6.13,1.89,5.09,185.997,No
Masculino,57,10,Chihuahua,Prepago,tienda,564,0,60,20,1.38,3.28,1.32,0.92,3.58,0.92,3.6,1.34,1.95,128.787,Sí
Femenino,32,54,Guanajuato,Prepago,app,941,3,27,41,5.46,9.97,3.24,0.69,8.43,2.39,5.43,0.53,4.85,222.247,Sí
Masculino,53,23,Querétaro,Prepago,app,625,0,51,25,2.23,4.62,2.67,0.37,4.95,1.05,3.3,2.21,1.83,145.469,No
Femenino,52,33,"Campeche, Coahuila",Postpago,tienda,265,8,5,21,1.24,3.44,2.22,0.9,5.15,1.44,2.22,1.03,1.93,70.371,Sí
Femenino,51,51,Durango,Prepago,app,431,8,35,13,1.71,3.05,1.34,0.15,2.83,0.3,1.37,0.13,0.95,103.049,No
Femenino,25,29,Colima,Postpago,tienda,233,3,8,15,1.48,3.36,1.06,0.81,2.83,0.29,2.8,0.57,1.8,60.35,Sí
Femenino,42,1,Chiapas,Prepago,app,651,3,21,16,1.46,2.87,1.39,1.3,2.56,1.04,1.69,0.55,2.18,140.712,Sí
Masculino,25,67,CDMX,Prepago,app,484,8,70,40,2.96,7.77,4.96,2.95,7.61,1.04,5.69,1.5,5.52,134.35,No
Femenino,31,15,CDMX,Prepago,tienda,107,10,33,12,0.76,2.23,1.13,1.03,1.7,1.15,1.88,1.01,1.12,32.503,No
Femenino,35,32,Michoacán,Prepago,app,209,13,27,17,2.05,2.72,2.21,0.2,2.97,1.04,2.58,0.2,1.2,57.601,No
Masculino,70,20,Sonora,Prepago,app,347,4,21,3,0.45,0.52,0.29,0.03,0.51,0.29,0.41,0.09,0.31,75.22,No
Masculino,53,66,Yucatán,Postpago,tienda,179,0,24,52,2.93,9.91,6.66,1.91,10.52,2.04,8.82,3.56,5.66,78.103,No
Masculino,67,33,Morelos,Postpago,tienda,803,2,44,19,2.72,3.66,0.8,1.26,2.84,1.56,2.66,0.91,2.59,179.15,Sí
Femenino,51,57,Tabasco,Postpago,tienda,151,4,70,41,4.84,7.22,3.46,2.09,8.46,2.06,6.77,2.45,3.65,66.85,Sí
Masculino,67,23,Jalisco,Prepago,tienda,440,2,17,48,5.45,8.9,5.41,2.16,7.19,4.16,5.07,3.79,5.87,121.1,No
Masculino,64,32,Yucatán,Prepago,tienda,282,11,57,12,1.39,2.36,0.54,0.9,2.49,0.84,1.99,0.38,1.11,71.25,Sí
Femenino,58,26,Yucatán,Postpago,app,258,5,46,39,4.56,7.03,3,2.68,9.56,1.09,4.61,1.06,5.4,81.197,No
Masculino,60,35,Sinaloa,Prepago,tienda,726,11,50,12,1.34,1.84,0.68,0.28,2.77,0.33,1.49,0.94,0.93,159.73,Sí
Femenino,59,44,Nuevo León,Postpago,tienda,542,6,69,34,2.88,7.18,2.67,0.38,8.42,3.64,5.81,0.34,2.35,138.751,No
Masculino,53,23,Morelos,Prepago,tienda,29,6,70,6,0.56,0.9,0.29,0.1,1.26,0.23,1.11,0.51,0.5,16.188,Sí
Femenino,57,69,México,Postpago,tienda,581,14,44,37,3.94,5.66,2.96,3.48,8.84,2.54,6.7,0.45,2.43,150.95,No
Femenino,66,39,Yucatán,Prepago,tienda,239,8,30,12,1.41,1.95,1.1,0.62,2.11,1.06,1.48,0.75,1.51,62.347,Sí
Femenino,66,32,Chiapas,Prepago,tienda,677,10,10,23,1.76,4.37,2.41,1.93,3.93,1.67,2.46,1.58,2.88,154.497,No
Masculino,35,12,Querétaro,Prepago,app,644,4,30,19,2.69,3.82,1.18,1.28,4.08,1.3,2.29,0.63,1.74,143.503,Sí
Masculino,32,64,Tlaxcala,Prepago,app,458,3,67,51,7.48,8.29,6.51,0.95,10.3,1.28,7.3,3.25,4.17,134.709,Sí
Masculino,63,61,Querétaro,Postpago,tienda,292,14,7,0,0,0,0,0,0,0,0,0,0,67.9,Sí
Femenino,24,61,Quintana Roo,Prepago,tienda,952,1,67,42,2.75,6.3,5.55,3.72,8.88,2.21,6.51,3.42,2.46,228.04,No
Masculino,58,36,Chiapas,Postpago,app,343,3,43,51,4.73,8.54,6.58,0.51,8.34,4.64,6.63,3.61,6.49,106.471,Sí
Masculino,38,3,Querétaro,Prepago,tienda,912,5,8,6,0.74,1.28,0.82,0.06,1.34,0.23,0.7,0.06,0.79,186.856,Sí
Masculino,23,2,Tlaxcala,Postpago,app,838,13,4,52,4.9,7.86,6.51,2.51,8.88,1.08,9.29,2.53,4.22,198.034,Sí
Femenino,60,70,Tamaulipas,Prepago,tienda,468,4,48,17,2.2,2.77,1.31,0.88,3.92,0.87,3.16,0.71,1.19,116.703,Sí
Femenino,46,31,Chiapas,Prepago,tienda,743,3,63,35,3.04,5.04,3.9,2.34,6.96,3.2,4.98,1.54,4,177.4,Sí
Femenino,31,21,Tlaxcala,Prepago,app,99,9,58,15,1.51,2.04,1.68,0.88,2.44,1.43,2.36,1.13,1.54,34.853,Sí
Femenino,15,23,Michoacán,Postpago,app,231,2,24,50,5.31,11.16,5.96,3.34,9.32,2.72,5.79,0.76,5.64,80.85,No
Femenino,39,11,Guanajuato,Prepago,app,274,6,16,11,1.02,1.85,0.79,0.89,1.71,0.52,1.47,0.72,1.43,63.67,No
Masculino,41,26,Puebla,Postpago,tienda,714,9,57,47,6.87,7.29,4.12,1.17,8.27,4.34,6.39,1.76,5.34,177.315,Sí
Masculino,38,23,Veracruz,Postpago,tienda,950,1,3,44,5.86,8.17,4.24,1.46,7.96,1.14,5.35,2.17,4.1,218.935,No
Femenino,34,5,Nayarit,Prepago,app,411,9,24,53,3.9,12.35,3.56,1.65,12.04,1.86,6.65,3.76,6.66,115.779,No
Masculino,43,64,Sinaloa,Prepago,tienda,11,7,54,38,2.72,6.62,2.13,3.67,8.4,1.93,7.37,0.82,4.35,37.303,Sí
Masculino,38,56,Sonora,Prepago,app,797,1,45,14,0.96,3.18,0.79,0.14,2.45,0.59,1.57,0.14,0.82,177.442,Sí
Masculino,51,67,"Campeche, Coahuila",Postpago,app,640,8,21,23,2.02,3.9,2.73,0.91,3.97,1.89,3.35,1.75,2.48,152.9,Sí
Femenino,50,67,Durango,Postpago,app,496,7,63,36,2.93,6.32,2.55,3.48,7.04,1.47,6.08,0.52,3.95,133.502,Sí
Masculino,44,23,Nayarit,Postpago,tienda,579,1,33,36,2.01,7.01,4.36,1.71,7.82,0.39,4.11,0.52,3.52,141.135,Sí
Femenino,46,29,México,Prepago,app,409,12,15,5,0.63,0.99,0.39,0.29,0.77,0.42,0.65,0.32,0.28,89.822,No
Femenino,33,39,Sinaloa,Postpago,tienda,480,3,62,19,2.32,3,1.09,1.55,3.87,0.43,2.28,0.25,1.3,115.477,Sí
Femenino,58,19,San Luis Potosi,Prepago,tienda,499,13,6,23,3.05,4.53,0.96,1.02,5.24,1.07,4.11,1.63,1.38,116.747,No
Masculino,36,5,Quintana Roo,Postpago,tienda,837,5,63,40,4.24,9.19,4.43,1.81,6.63,1.42,7.33,2.74,2.21,195.3,Sí
Femenino,16,60,Baja_California_Sur,Postpago,tienda,691,3,34,19,2.72,3.47,1.42,1.33,2.95,1.55,2.41,1.06,2.09,160.3,Sí
Masculino,23,58,CDMX,Postpago,app,964,11,40,16,1.32,2.66,1.8,1.44,3.86,0.4,2.44,0.35,1.58,213.055,No
Masculino,69,42,Oaxaca,Postpago,tienda,565,13,36,52,3.8,9.73,4.4,3.38,9.07,2.83,8.96,2.48,6.04,151.907,Sí
Masculino,67,56,Nuevo León,Postpago,app,83,2,27,51,3.03,10.54,2.11,4.19,12.4,3.71,6.2,3.9,4.8,56.914,Sí
Masculino,28,28,Colima,Postpago,app,153,11,25,52,5.27,10.82,7.14,2.94,7.89,4.13,6.42,2.57,4.3,67.094,Sí
Masculino,32,41,Hidalgo,Prepago,app,950,3,22,12,0.71,2.33,1.56,1.05,2.47,0.79,1.21,0.2,0.66,204.144,No
Masculino,38,9,Oaxaca,Postpago,app,902,7,51,30,2.07,5.84,2.03,1.26,5.24,3.28,3.72,1.87,4.38,202.207,No
Masculino,25,59,Puebla,Prepago,tienda,886,7,17,20,2.54,3.2,2.21,0.33,4.12,0.99,3.07,1.07,2.47,198.9,Sí
Masculino,50,56,Chiapas,Postpago,tienda,847,9,55,44,3.01,7.12,2.31,1.12,7.53,0.98,6.28,1.99,4.44,204.184,No
Femenino,41,69,Sinaloa,Postpago,tienda,958,6,30,50,6.7,9.4,3.98,1.69,11.07,1.42,7.63,3.83,4.29,233.453,No
Femenino,50,30,Baja California,Prepago,app,419,1,18,24,2.34,4.64,0.96,1.8,5.85,0.94,2.47,1.57,3.05,103.486,Sí
Femenino,32,17,Morelos,Prepago,app,43,14,60,10,1.29,1.98,0.4,0.61,2.23,0.45,1.72,0.44,0.89,20.153,Sí
Femenino,19,47,Baja California,Postpago,app,792,9,8,50,6.27,8.54,5.7,4.46,9.5,3.04,8.62,0.47,3.4,195.85,Sí
Femenino,64,63,Durango,Postpago,app,958,4,6,49,2.92,8.76,3.95,1.21,8.85,1.95,6.93,4.16,6.2,229.529,No
Masculino,18,70,Nayarit,Postpago,tienda,711,12,70,22,2.44,4.67,2.22,0.91,4.02,0.81,3.57,1.53,1.83,169.4,Sí
Masculino,24,69,Tamaulipas,Postpago,tienda,497,5,62,54,7.72,10.76,2.24,3.92,8.62,2.27,6.76,4.22,5.98,144.797,No
Masculino,23,13,México,Prepago,tienda,169,7,65,49,3.18,8.49,6.11,2.48,7.65,1.31,7.19,3.53,6.91,67.755,Sí
Masculino,28,20,Tabasco,Postpago,app,655,11,55,4,0.53,0.64,0.24,0.27,0.94,0.17,0.55,0.04,0.42,139.09,Sí
Masculino,59,6,Tabasco,Prepago,app,303,1,41,38,2.76,7.7,4.64,0.79,9.33,1.17,5.61,0.99,3.61,85.93,Sí
Masculino,61,63,Baja California,Postpago,app,52,11,57,23,2.93,5.08,2.44,1.58,5.02,1.1,2.39,0.89,1.58,36.503,No
Femenino,47,53,Zacatecas,Prepago,app,725,14,30,2,0.1,0.42,0.18,0.1,0.43,0.13,0.28,0.1,0.24,155.644,No
Masculino,60,38,Querétaro,Postpago,tienda,578,4,50,33,4.16,6.89,3.16,0.33,5.87,2.56,4.75,1.09,2.29,143.03,No
Femenino,62,32,Tamaulipas,Postpago,app,997,8,31,20,2.5,3.83,1.05,1.51,4.09,0.93,2.81,1.17,1.72,217.633,Sí
Masculino,37,37,Aguascalientes,Postpago,tienda,455,4,18,38,2.63,7.52,4.42,2.26,7.8,0.43,5.3,0.8,4.64,119.59,Sí
Femenino,62,29,Chiapas,Prepago,app,963,10,45,48,5.67,11.37,2.01,2.74,11.22,2.49,8,0.78,3.71,227.997,Sí
Femenino,69,39,Veracruz,Postpago,tienda,449,14,37,42,3.69,7.13,2.05,3.85,9.94,1.87,6.46,1.64,5,122.589,No
Masculino,56,62,Baja_California_Sur,Postpago,app,65,13,17,38,3.19,7.13,4.19,2.84,6.78,1.62,6.14,2.94,3.17,45.95,Sí
Masculino,26,19,Yucatán,Postpago,app,582,11,32,22,2.76,4.45,2.18,1.35,3.89,0.73,3.48,1.28,1.63,133.975,No
Femenino,51,40,Oaxaca,Postpago,app,328,12,8,39,3.26,7.97,3.33,0.39,5.96,3.22,4.27,1.55,2.07,93.306,No
Masculino,16,33,Baja California,Postpago,tienda,979,1,54,25,2.68,4.34,2.2,1.85,4.67,2.02,3.03,1.42,2.78,218.447,No
Masculino,48,48,Baja California,Postpago,app,949,4,54,6,0.43,1.29,0.79,0.25,0.95,0.58,0.66,0.47,0.58,203.3,No
Femenino,49,31,Querétaro,Postpago,app,108,6,69,9,0.87,1.5,0.58,0.5,1.95,0.21,1.29,0.09,0.65,34.692,No
Masculino,40,23,Sonora,Postpago,app,290,5,45,21,1.76,4.41,2.28,0.34,3.43,0.87,3.31,0.56,1.47,75.529,Sí
Masculino,19,7,Yucatán,Postpago,tienda,194,5,6,9,1.15,1.55,0.58,0.71,1.78,0.63,1.3,0.22,1.09,45.553,No
Masculino,41,5,Morelos,Prepago,tienda,809,12,40,35,2.83,8.2,4.67,0.34,6.18,2.16,6.63,1.31,2.68,185.55,Sí
Masculino,33,69,"Campeche, Coahuila",Prepago,tienda,645,13,33,49,2.22,10.27,4.37,3.82,10.51,3.98,6.44,3.99,3.42,170.406,Sí
Masculino,55,17,Sonora,Postpago,app,313,10,14,32,4.6,6.35,3.23,1.53,5.48,2.03,4.68,0.32,3.78,85.05,Sí
Femenino,51,69,Querétaro,Postpago,tienda,752,6,44,32,2.3,7.68,2.34,2.28,6.11,1.73,5.69,0.66,1.76,181.715,No
Femenino,33,48,Nuevo León,Prepago,tienda,987,0,9,39,2.56,8.59,3.24,1.52,8.44,2.47,6.99,0.37,4.81,228.447,Sí
Masculino,28,21,Veracruz,Postpago,tienda,982,14,18,8,0.61,1.33,0.87,0.77,1.71,0.78,1.4,0.13,0.39,205.247,Sí
Femenino,45,31,Nuevo León,Prepago,tienda,52,8,62,5,0.71,0.83,0.6,0.11,1.21,0.45,0.52,0.05,0.27,21.075,Sí
Masculino,46,26,"Campeche, Coahuila",Postpago,app,945,14,13,45,5.3,10.96,3.75,0.98,8.44,3.33,6.19,1.86,3.47,220.334,Sí
Femenino,58,46,Zacatecas,Postpago,tienda,946,0,65,46,6.12,7.48,2.95,0.46,11.42,0.74,6.26,0.74,3.17,224.952,Sí
Masculino,51,33,Jalisco,Postpago,tienda,578,4,45,2,0.16,0.41,0.17,0.17,0.4,0.12,0.3,0.08,0.2,124.003,Sí
Femenino,27,62,Michoacán,Postpago,tienda,404,7,66,20,1.83,3.27,2.33,1.64,3.19,1.74,3.5,0.32,2.18,105.4,No
Femenino,38,56,Sonora,Prepago,tienda,726,4,24,29,2.51,5.84,2.22,1.91,6.21,1.74,5.24,1.91,1.42,172.2,Sí
Femenino,60,43,Querétaro,Prepago,tienda,947,10,3,35,2.63,6.89,3.03,1.3,7.72,1.26,5.61,3.47,2.53,216.832,No
Femenino,40,18,Zacatecas,Postpago,app,251,12,11,42,3.06,6.4,5.14,0.43,7.88,4.36,4.29,0.73,3.72,76.853,Sí
Masculino,53,47,Guanajuato,Postpago,app,539,14,38,36,2.64,7.06,4.02,3.02,6.28,2.13,6.16,2.22,2.46,138.347,No
Femenino,19,8,México,Prepago,app,105,12,9,36,3.27,6.58,2.7,1.27,7.05,0.51,4.8,1.6,3.56,42.852,Sí
Femenino,63,42,Colima,Prepago,app,834,6,34,49,3.89,10.55,6.32,3.99,10.33,2.49,5.06,3.56,2.81,204.2,No
Masculino,23,56,Quintana Roo,Postpago,app,477,12,34,25,1.6,4.77,3.33,0.28,5.91,0.83,3.57,2.34,2.37,120.5,No
Masculino,63,36,Colima,Postpago,app,779,3,24,52,3.44,10.93,2.87,1.97,8,3.28,10.04,3.8,7.03,193.408,No
Masculino,55,68,Jalisco,Postpago,app,377,0,29,28,3.41,4.39,2.3,1.08,5.4,1.67,4.31,2.19,3.26,103.853,Sí
Femenino,18,59,Puebla,Prepago,app,124,8,60,22,1.81,4.28,2.57,1.43,4.38,1.07,2.18,1.48,2.81,49.853,Sí
Femenino,50,47,Jalisco,Prepago,tienda,974,2,12,51,4.24,12.42,2.31,1.9,10.94,3.95,9.7,1.01,4.55,233.056,Sí
Masculino,68,16,Veracruz,Postpago,tienda,111,14,23,30,3.95,5.89,2.49,1.17,4.64,1.55,5.24,1.95,3.13,43.753,Sí
Masculino,29,67,Baja_California_Sur,Postpago,tienda,153,5,48,44,3.43,7.39,5.69,1.11,7.01,0.84,6.39,0.68,2.23,66.681,No
Masculino,65,25,Sinaloa,Postpago,app,638,0,64,53,7,10.06,2.88,2.27,9.11,2.61,7.41,1.14,3.02,164.1,Sí
Femenino,22,43,San Luis Potosi,Prepago,app,340,11,67,1,0.13,0.18,0.1,0.04,0.16,0.06,0.11,0.02,0.07,78.361,No
Masculino,30,38,Michoacán,Postpago,app,446,9,51,35,2.04,7.94,3.7,3.08,8.35,0.87,3.73,0.41,4.88,118.45,Sí
Masculino,36,63,Oaxaca,Postpago,app,512,14,62,44,5.5,8.65,3.18,0.95,9.96,2.32,4.95,3.13,5.37,141.353,Sí
Femenino,45,2,Zacatecas,Prepago,tienda,422,3,41,21,2.02,5.01,1.53,1.71,3.95,1.39,2.88,1.46,1.05,99.35,Sí
Femenino,42,58,Aguascalientes,Postpago,tienda,262,5,54,1,0.1,0.18,0.11,0.09,0.16,0.03,0.11,0.03,0.12,64.379,Sí
Masculino,30,27,Veracruz,Postpago,tienda,909,1,29,50,5.37,8.33,6.38,0.53,10.51,4.73,9.07,2.53,2.56,217.303,Sí
Femenino,19,67,Nayarit,Prepago,tienda,978,5,39,18,2,3.72,1.33,1.32,3.29,0.79,2.37,1.35,1.83,218.4,Sí
Masculino,63,15,Aguascalientes,Prepago,app,451,4,17,7,0.48,1.35,0.49,0.4,1.65,0.72,1.03,0.07,0.66,97.455,Sí
Femenino,48,38,Nayarit,Prepago,tienda,745,5,38,52,5.6,7.24,5.93,3.55,7.72,3.88,7.92,4.21,5.96,187.803,No
Masculino,33,27,Tabasco,Prepago,app,827,6,66,51,6.55,10.34,4.11,2.92,10.81,0.61,9.19,0.46,6,203.347,Sí
Masculino,48,5,Nayarit,Prepago,tienda,216,5,4,47,6.39,7.28,5.44,0.47,9.27,0.65,7.97,3.34,2.57,71.264,No
Femenino,70,60,Baja_California_Sur,Postpago,tienda,817,5,22,39,2.27,8.55,1.84,2.88,7.62,3.02,5.47,3.11,4.25,196.903,Sí
Masculino,33,43,Chihuahua,Postpago,tienda,323,1,32,6,0.63,0.94,0.54,0.13,1.18,0.17,1,0.55,0.38,76.106,Sí
Femenino,35,18,Sinaloa,Postpago,tienda,155,10,61,11,1.31,2.08,0.87,1.01,1.7,0.8,1.68,1.01,0.55,43.353,No
Femenino,53,59,Guerrero,Postpago,app,213,2,37,9,0.81,1.53,0.5,0.6,1.76,0.48,0.96,0.09,1.16,58.367,Sí
Masculino,26,9,Michoacán,Prepago,tienda,442,3,42,1,0.1,0.16,0.11,0.05,0.23,0.06,0.11,0.03,0.07,92.426,No
Femenino,57,63,Sinaloa,Prepago,tienda,362,6,13,4,0.27,0.74,0.34,0.26,0.64,0.42,0.73,0.36,0.22,84.894,No
Femenino,17,55,Baja California,Prepago,app,183,1,53,11,1.11,1.78,0.52,0.39,2.52,0.25,1.3,0.49,1.44,53.74,Sí
Masculino,24,20,Chiapas,Prepago,app,893,13,70,38,4.84,8.18,3.73,2.99,6.03,2.03,4.37,2.1,3.73,207.9,No
Masculino,49,22,Morelos,Postpago,tienda,400,6,62,49,3.86,9.07,3.61,1.83,8.15,3.88,6.22,4.67,4.45,114.822,No
Femenino,24,71,Chiapas,Postpago,tienda,225,14,23,34,3.67,8.33,2.3,1.14,5.82,1.74,4.4,0.53,4.33,76.678,Sí
Masculino,46,41,Nayarit,Postpago,app,362,9,13,21,2.49,3.87,2.05,0.54,5.11,0.93,3.09,0.7,1.8,91.674,Sí
Masculino,44,19,Tabasco,Postpago,app,783,8,60,7,0.85,1.4,0.66,0.46,1.16,0.57,1.12,0.33,0.45,166.65,No
Masculino,45,43,Aguascalientes,Prepago,app,117,14,21,47,2.8,9.47,2.01,0.76,11.63,4.57,5.71,1.24,4.24,57.729,Sí
Masculino,41,68,Guanajuato,Postpago,tienda,480,12,42,46,4.08,8.98,5,3.73,10.77,2,5.62,1.62,4.11,135.873,No
Masculino,59,67,Puebla,Prepago,tienda,499,2,34,35,3.12,6.94,4.38,2.12,6.79,1,4.03,2.81,3.82,132.553,No
Masculino,22,47,Chihuahua,Postpago,tienda,919,12,10,54,4.28,12.93,2.95,1.54,8.43,5.15,8.71,2.13,4.8,222.826,No
Masculino,27,30,Baja California,Prepago,app,49,6,31,23,2.44,4.79,0.98,1.16,4.3,1.24,4.19,1.23,2.62,29.635,No
