genero,edad,antiguedad,ubicacion,contrato,forma_pago,cargos,sms cantidad,llamada minutos,datos,Whatsapp,Facebook,Instagram,Twitter,TikTok,Uber,Youtube,Netflix,Spotify,churn,Fuerza de ventas,churn2
Femenino,39,22,Aguascalientes,Prepago,app,905,9,39,14,1.52,5.96,2.56,2.08,4.43,0.73,5.45,0.29,3.9,No,198.526,No
Femenino,41,20,Jalisco,Prepago,tienda,70,6,58,39,0.45,0.49,0.2,0.17,0.63,0.21,0.44,0.06,0.37,No,32.506,No
Femenino,24,54,San Luis Potosi,Prepago,app,704,10,59,2,3.81,4.77,3.87,2.68,5.36,0.83,5.62,2.55,1.5,No,161.747,No
Masculino,36,17,Morelos,Prepago,app,69,7,37,11,0.91,3.12,1.47,0.99,3.03,0.31,1.79,1.39,1.02,Sí,25.709,Sí
Femenino,40,45,"Campeche, Coahuila",Prepago,tienda,869,14,54,37,4.38,7.18,2.51,2.15,6.3,1.22,3.88,3.21,5.51,Sí,205.252,Sí
Femenino,59,22,Querétaro,Prepago,tienda,823,0,24,0,2.45,4.62,2.2,1.75,4.67,1.25,2.54,0.62,1.91,No,175.703,No
Masculino,15,59,Guanajuato,Prepago,tienda,957,10,14,5,2.27,6.71,1.54,2.24,7.47,0.87,5.67,1.04,4.3,No,212.083,No
Femenino,56,36,México,Postpago,tienda,607,14,45,24,0.79,2.39,1.41,0.79,2.12,0.8,2.6,1.1,2.01,Sí,140.453,Sí
Femenino,69,25,Tamaulipas,Postpago,app,800,9,27,37,0,0,0,0,0,0,0,0,0,No,176.2,No
Femenino,40,9,Michoacán,Postpago,tienda,739,4,12,12,5.6,7.53,4.14,0.44,6.6,1.99,5.01,2.15,5.14,No,164.93,No
Femenino,55,55,Oaxaca,Prepago,app,327,1,56,42,3.14,7.83,6.64,4.36,8.25,4.59,8.38,0.49,4.6,Sí,103.534,Sí
Femenino,67,3,Jalisco,Postpago,tienda,944,0,12,12,2.7,7.89,4.9,2.82,8.65,0.85,9.69,0.52,5.03,No,206.365,No
Femenino,35,11,Sinaloa,Postpago,tienda,242,9,37,36,2.79,9.43,3.89,1.54,9.5,4.8,7.69,3.31,4.26,Sí,76.863,Sí
Femenino,30,18,Baja California Sur,Prepago,app,389,11,25,14,2.76,3.86,2.33,0.28,5.41,1.8,3.76,0.47,3.33,Sí,93.15,Sí
Masculino,33,56,Morelos,Postpago,tienda,705,6,29,41,8.06,8.29,2.17,3.01,12.59,4.85,6.56,3.92,3.17,No,178.936,No
Masculino,22,38,Morelos,Prepago,tienda,623,2,24,54,2.34,6.76,5.28,1.98,8.44,3.66,7.8,2.11,2.38,No,159.925,No
Femenino,26,6,Hidalgo,Prepago,tienda,836,1,55,21,5.8,7.73,4.09,4.48,11.02,2.71,7.18,3.51,5.47,No,192.747,No
Masculino,33,8,Nuevo León,Prepago,tienda,766,4,59,46,6.02,8.31,2.29,1.28,11.63,4.86,8.74,0.91,3.96,No,185.55,No
Masculino,18,67,Chihuahua,Prepago,app,266,7,64,46,4.31,9.08,2.04,4.11,11.68,4.89,8.41,3.58,5.9,Sí,96.45,Sí
Femenino,70,54,"Campeche, Coahuila",Prepago,tienda,23,8,19,40,2.71,9.18,4.98,2.4,10.04,3.58,4.72,3.08,6.31,Sí,39.75,Sí
Femenino,49,1,Chihuahua,Prepago,app,965,3,48,19,1.99,5.95,4.17,1.21,6.29,3.8,4.49,2.63,5.09,Sí,211.936,Sí
Femenino,65,61,Hidalgo,Postpago,tienda,42,4,5,17,0.28,0.39,0.11,0.09,0.33,0.17,0.29,0.02,0.2,Sí,23.464,Sí
Masculino,27,27,Baja California Sur,Postpago,tienda,567,11,10,25,3.68,7.67,2.18,2.89,8.56,3.28,7.83,0.41,4.49,Sí,137.747,Sí
Masculino,29,26,Morelos,Postpago,app,704,0,7,12,3.5,9.91,2.43,4.5,10.79,1.72,7.54,0.87,2.43,Sí,161.757,Sí
Femenino,45,41,Veracruz,Prepago,tienda,766,4,22,12,0.1,0.37,0.16,0.18,0.43,0.17,0.3,0.07,0.22,Sí,164.65,Sí
Masculino,55,59,"Campeche, Coahuila",Postpago,app,811,11,34,15,0.27,0.44,0.14,0.06,0.35,0.13,0.27,0.11,0.15,No,177.826,No
Masculino,56,48,Jalisco,Postpago,app,425,5,46,26,0.09,0.19,0.1,0.05,0.21,0.07,0.11,0.08,0.06,Sí,102.588,Sí
Masculino,62,55,Tabasco,Prepago,app,234,1,43,53,1.45,3.77,2.63,1.77,4.45,0.54,3.2,1.07,2.02,Sí,79.37,Sí
Masculino,36,49,Michoacán,Prepago,tienda,274,4,46,16,0.55,0.9,0.61,0.1,0.81,0.44,0.76,0.18,0.66,Sí,70.753,Sí
Masculino,49,57,Yucatán,Postpago,app,144,12,55,35,3.57,7.48,3.89,3.77,6.49,1.77,7.79,2.77,3.47,Sí,62.9,Sí
Femenino,35,52,Quintana Roo,Postpago,tienda,184,2,11,26,0.73,1.04,0.25,0.05,0.85,0.48,0.63,0.19,0.55,Sí,54.381,Sí
Femenino,55,66,Michoacán,Postpago,tienda,654,1,57,43,1.38,4.43,0.93,1.38,4.35,1.02,2.11,0.69,1.03,Sí,161.646,Sí
Masculino,48,57,Tamaulipas,Postpago,tienda,55,6,36,6,2.62,7.85,3.19,2.49,7.36,2.3,4.78,2.32,2.09,Sí,33.65,Sí
Masculino,44,23,Morelos,Postpago,tienda,64,7,32,36,3.84,8.14,3.27,3.22,8.51,0.89,4.37,1.94,4.38,Sí,40.218,Sí
Masculino,53,44,Tabasco,Prepago,app,238,2,12,23,5.29,7.43,3.08,3.15,7.94,2.32,5.2,0.38,3.22,Sí,73.103,Sí
Masculino,15,48,Tlaxcala,Postpago,tienda,992,12,29,30,2.98,8.56,3.3,3.71,8,0.57,7.69,4.5,4.84,Sí,229.295,Sí
Femenino,65,31,Chiapas,Prepago,tienda,323,0,17,46,6.43,7.61,6.42,0.49,8.07,0.95,8.56,3.81,6.67,No,98.603,No
Femenino,56,46,Puebla,Postpago,tienda,59,5,33,54,3.21,5.65,2.16,1.03,4.95,0.71,3.88,1.31,1.98,No,44.014,No
Femenino,33,59,Chihuahua,Postpago,tienda,604,2,68,1,0.11,0.16,0.08,0.08,0.19,0.03,0.11,0.05,0.09,Sí,133.62,Sí
Masculino,34,38,Morelos,Postpago,tienda,122,4,26,30,3.58,6.09,2.29,0.85,4.41,0.55,4.12,0.57,2.54,Sí,47.9,Sí
Femenino,20,13,"Campeche, Coahuila",Postpago,tienda,437,5,25,44,0.65,1.63,0.66,0.49,1.55,0.76,1.34,0.67,0.51,No,106.278,No
Masculino,67,1,Nayarit,Prepago,tienda,364,1,28,17,3.43,7.56,4.12,2.12,10.22,3.86,8.04,2.5,5.39,No,93.622,No
Masculino,68,13,Guanajuato,Postpago,app,896,14,10,30,5.31,10.28,4.76,2.82,11.16,1.99,6.32,2.96,2.41,No,205.053,No
Masculino,48,36,Morelos,Postpago,tienda,167,5,40,10,5.49,8.47,2.86,0.46,9.48,4.41,5.28,1.57,3.98,Sí,56.4,Sí
Masculino,32,66,Guanajuato,Prepago,app,552,2,10,33,0.38,0.73,0.37,0.15,0.47,0.14,0.44,0.03,0.29,Sí,131.6,Sí
Masculino,41,12,Jalisco,Postpago,tienda,601,10,48,39,2.37,6.28,2.3,1.2,5.69,3.97,6.3,0.37,2.79,No,145.481,No
Femenino,22,17,Puebla,Postpago,tienda,854,14,8,5,4.11,5.73,1.99,3.34,8.88,3.13,6.04,1.19,2.76,No,186.401,No
Femenino,55,54,Durango,Postpago,tienda,163,3,31,24,5.37,7.85,3.23,4.54,10.91,3.28,6.79,4.47,3.56,Sí,64.45,Sí
Masculino,44,30,Colima,Prepago,tienda,36,9,66,26,1.24,1.54,0.79,0.8,1.89,0.32,1.34,0.15,0.92,No,25.497,No
Femenino,16,63,San Luis Potosi,Prepago,app,349,10,69,48,1.05,1.79,0.61,0.66,1.93,0.77,1.4,0.5,1.3,No,100.103,No
Femenino,42,45,Chihuahua,Prepago,app,508,4,70,9,2.15,6.32,1.93,2.65,5.9,2.25,4.67,0.48,3.64,Sí,123.547,Sí
Femenino,31,69,San Luis Potosi,Postpago,tienda,527,11,63,51,1.87,7.17,2,1.72,7.43,1.07,5.4,0.37,3.09,Sí,143.236,Sí
Femenino,21,2,Baja California,Postpago,app,568,9,70,5,0.41,0.77,0.47,0.27,0.77,0.41,0.4,0.18,0.34,Sí,120.106,Sí
Masculino,24,8,Yucatán,Prepago,app,117,8,14,33,0.94,1.29,0.79,0.1,1.84,0.71,1.17,0.08,1.05,Sí,37.591,Sí
Masculino,60,19,Nayarit,Postpago,app,267,5,4,21,5.69,13.25,2.27,0.57,10.32,3.97,9.45,1.37,3.73,No,77.936,No
Masculino,59,39,Oaxaca,Postpago,app,390,7,55,47,3.27,4.79,2.83,1.91,4.44,1.48,4.48,1.39,2.4,Sí,108.797,Sí
Femenino,65,22,Aguascalientes,Postpago,tienda,610,5,18,50,1.65,2.65,1.55,0.33,2.38,0.76,1.55,1.01,1.11,No,145.097,No
Femenino,46,42,Aguascalientes,Postpago,tienda,946,7,53,10,4.15,7.48,3.71,0.33,7.86,1.79,4.22,3.16,3.31,Sí,211.953,Sí
Femenino,59,7,México,Postpago,app,828,8,19,53,0.3,0.98,0.43,0.22,0.67,0.19,0.5,0.16,0.2,Sí,184.595,Sí
Femenino,23,70,Michoacán,Postpago,app,451,5,38,45,2.84,8.6,4.76,0.37,6.44,3.5,6.59,0.6,3.31,Sí,127.203,Sí
Femenino,31,43,Guanajuato,Postpago,app,857,10,67,15,0,0,0,0,0,0,0,0,0,Sí,185.7,Sí
Femenino,39,10,Hidalgo,Prepago,app,890,0,18,46,3.04,4.61,2.16,1.09,5.22,1.89,5.37,1.43,2.09,Sí,202.27,Sí
Masculino,52,5,Veracruz,Postpago,tienda,689,8,11,48,0.8,2.24,0.91,0.72,2.9,1.34,1.61,1.17,1.27,Sí,157.388,Sí
Masculino,46,38,Guanajuato,Prepago,app,563,7,30,25,1.6,2.11,1.65,1.08,2.54,0.47,2.2,0.59,1.76,Sí,131.5,Sí
Masculino,27,48,San Luis Potosi,Postpago,tienda,401,12,41,23,1.26,2.5,1.23,1.07,2.36,0.98,2.32,0.88,1.4,Sí,100.55,Sí
Femenino,17,61,Colima,Prepago,app,323,14,50,34,5.98,9.55,2.81,0.5,8.48,4.85,5.86,3.86,3.21,Sí,99.98,Sí
Femenino,29,44,Querétaro,Postpago,tienda,517,8,47,10,5.12,10.48,3.62,3.58,8.57,0.69,5.42,3.22,4.3,Sí,128.85,Sí
Femenino,45,10,Veracruz,Postpago,app,875,7,24,3,0.95,2.3,0.66,0.83,3.23,0.2,1.36,1.2,1.57,Sí,182.29,Sí
Femenino,38,35,Querétaro,Prepago,tienda,302,10,17,42,5.18,11.37,3.88,2.47,8.7,2.83,8.51,3.68,3.69,No,94.193,No
Masculino,35,46,Sonora,Postpago,app,457,6,4,15,0.35,0.69,0.17,0.14,0.97,0.23,0.51,0.14,0.25,Sí,104.035,Sí
Femenino,53,66,Chiapas,Postpago,app,575,0,20,16,4.35,7.04,4.32,2.9,7.9,2.45,7.2,1.96,2.87,No,142.997,No
Femenino,62,38,Chiapas,Prepago,app,601,9,12,21,0.55,0.93,0.5,0.13,0.8,0.33,0.44,0.05,0.28,No,134.003,No
Femenino,40,30,Oaxaca,Postpago,tienda,567,12,35,18,6.29,9.08,5.09,0.64,10.07,4.47,5.76,1.95,4.64,Sí,139.447,Sí
Masculino,58,34,"Campeche, Coahuila",Postpago,app,438,12,50,10,0.44,0.91,0.52,0.34,1.03,0.27,0.76,0.3,0.43,No,99.7,No
Masculino,21,17,Oaxaca,Postpago,app,28,12,44,21,3.51,12.87,3.54,1.22,10.43,3.09,8.16,1.52,3.68,No,31.056,No
Femenino,21,60,Sinaloa,Prepago,app,176,2,11,2,0.92,2.06,0.56,0.16,1.58,0.48,1.7,0.64,0.67,Sí,47.981,Sí
Femenino,40,67,Sonora,Postpago,tienda,870,8,47,22,2.53,4.03,2.26,0.22,4.8,2.28,3.16,0.54,3.19,Sí,199.903,Sí
Femenino,44,41,Michoacán,Postpago,tienda,748,5,33,25,1.85,6.38,2.95,0.28,6.88,1.22,4.17,1.62,3.65,Sí,173.6,Sí
Masculino,28,48,Aguascalientes,Postpago,app,400,0,66,16,5.6,8.61,5.71,2.71,9.59,0.8,4.52,1.42,5.03,No,108.497,No
Masculino,23,28,México,Prepago,app,239,6,53,0,5.55,7.75,4.82,2.09,9.44,3.94,5.59,3.65,3.17,No,68.45,No
Femenino,35,2,Quintana Roo,Prepago,tienda,755,0,63,13,1.8,5.53,2.59,0.46,5.67,1.23,3.61,2.69,2.81,Sí,166.267,Sí
Femenino,22,50,Puebla,Prepago,app,40,12,66,21,0.4,0.77,0.19,0.35,0.65,0.36,0.69,0.05,0.23,No,26.207,No
Femenino,18,59,Nayarit,Prepago,app,613,6,55,26,0.95,1.94,1.13,0.68,1.64,0.75,1.41,0.37,1.13,No,145,No
Femenino,40,2,Oaxaca,Prepago,tienda,694,2,69,48,1.28,2.1,0.39,0.09,1.96,0.31,1.55,0.45,0.78,No,159.623,No
Masculino,54,67,Sonora,Prepago,tienda,342,8,38,34,1.99,7.09,4.86,2.97,7.48,1.77,5.38,1.39,4.07,Sí,101.65,Sí
Masculino,64,40,Baja California Sur,Postpago,tienda,336,8,29,42,1.7,4.26,1.82,1.95,3.62,1.39,2.86,0.82,2.6,Sí,93.556,Sí
Femenino,32,23,Yucatán,Postpago,app,388,14,33,7,1.3,3.8,2.79,0.32,4.46,1.86,2.77,1.39,2.3,Sí,91.097,Sí
Femenino,50,61,Veracruz,Postpago,app,235,10,47,23,5.51,9.26,1.8,2.74,9.2,1.9,5.58,1.21,4.8,Sí,78,Sí
Masculino,63,52,Aguascalientes,Prepago,tienda,668,11,65,37,4.12,8.38,3.57,1.34,6.95,1.04,5.6,2.76,2.24,No,166.55,No
Masculino,61,24,Quintana Roo,Postpago,tienda,144,9,68,5,0.25,0.73,0.24,0.03,0.62,0.19,0.47,0.17,0.16,No,38.158,No
Masculino,24,32,Durango,Prepago,app,219,4,62,28,0.9,2.37,1.26,0.65,2.15,0.75,1.63,0.76,1.53,No,63.7,No
Masculino,56,25,Yucatán,Postpago,tienda,838,0,70,33,3.18,8.96,1.72,4.14,6.63,0.48,7.42,2.49,2.91,Sí,196.129,Sí
Masculino,45,43,Guerrero,Postpago,tienda,182,8,56,28,4.79,9.32,4.74,1.93,7.93,2.21,6.84,1.24,5,No,67.25,No
Masculino,24,59,San Luis Potosi,Postpago,app,219,7,61,49,2.91,4.55,2.09,0.47,4.09,1.29,3.82,0.97,1.47,Sí,76.898,Sí
Masculino,64,14,Querétaro,Postpago,app,869,1,58,41,6.08,10.1,2.91,2.47,9.84,4.84,5.88,0.92,3.97,No,205.203,No
Femenino,27,50,Veracruz,Postpago,tienda,95,10,31,51,2.12,3.35,1.1,0.33,4.35,1.67,2.17,0.35,1.44,No,48.414,No
Femenino,66,1,Jalisco,Prepago,app,951,4,20,35,0.15,0.48,0.18,0.08,0.35,0.08,0.3,0.02,0.25,Sí,202.417,Sí
Femenino,28,28,Veracruz,Postpago,tienda,220,8,43,3,4.45,10.6,3.61,3.55,10.46,2.12,7.57,4.1,2.55,No,65.953,No
Masculino,33,37,Hidalgo,Prepago,tienda,598,1,14,26,1.85,5.54,2.19,1.45,5.48,2.01,6.01,3.41,4.62,No,143.418,No
Femenino,20,57,Puebla,Prepago,app,315,5,5,24,0.58,0.92,0.24,0.25,0.71,0.12,0.55,0.28,0.34,No,80.197,No
Masculino,48,39,Chihuahua,Postpago,tienda,84,0,58,11,6.1,8.11,5.58,2.48,7.14,3.3,5.84,0.5,2.96,No,41.453,No
Femenino,34,59,Chiapas,Prepago,tienda,247,11,44,48,3.97,8.77,5,0.8,9.32,0.82,7.32,3.78,4.73,No,88.203,No
Masculino,51,27,Sonora,Prepago,tienda,276,9,62,53,0.63,1.12,0.21,0.31,1.11,0.08,0.71,0.25,0.59,Sí,79.753,Sí
Femenino,57,1,Tlaxcala,Postpago,app,877,2,23,11,1.53,5.35,1.68,1.98,4.45,2.25,2.91,0.84,2.68,Sí,187.101,Sí
Masculino,30,5,Guanajuato,Postpago,tienda,942,5,60,45,2.2,5.48,2,0.35,4.63,1.55,4.97,0.71,2.25,No,212.892,No
Masculino,39,9,Michoacán,Prepago,tienda,640,11,36,39,1.34,2.51,0.6,0.76,2.39,1.08,1.46,0.91,0.96,Sí,146.453,Sí
Femenino,68,62,Colima,Postpago,app,387,13,59,54,2.53,4.43,0.79,0.2,3.79,0.75,3.06,0.75,1.52,Sí,111.196,Sí
Femenino,44,4,Quintana Roo,Prepago,tienda,982,3,11,49,3.06,4.86,1.06,1.63,3.18,2.2,3.01,0.73,2.28,Sí,218.853,Sí
Femenino,45,7,Nayarit,Prepago,app,487,0,33,34,2.53,5.89,1.69,1.49,5.81,2.54,4.26,2.4,3.38,Sí,119.297,Sí
Masculino,31,51,Yucatán,Prepago,tienda,60,8,56,46,0,0,0,0,0,0,0,0,0,Sí,36.25,Sí
Masculino,28,50,Zacatecas,Prepago,app,886,8,45,11,0,0,0,0,0,0,0,0,0,No,190.25,No
Femenino,24,30,Querétaro,Prepago,app,232,4,4,38,2.02,5.54,1.23,0.82,6.21,2.67,4.15,0.62,3.74,Sí,70.6,Sí
Masculino,63,69,Nuevo León,Postpago,app,600,8,70,14,4.12,8.73,4.96,2.89,6.69,0.87,6.5,0.44,3.06,No,149.528,No
Masculino,15,18,Jalisco,Postpago,tienda,224,11,42,5,0.41,1.34,0.71,0.28,1.72,0.38,1.24,0.19,1.12,Sí,53.317,Sí
Masculino,60,57,Chiapas,Prepago,tienda,793,5,41,5,0,0,0,0,0,0,0,0,0,No,170.7,No
Femenino,59,56,Chihuahua,Postpago,app,405,7,52,54,3.92,7.33,1.89,2.28,9.19,1.33,5.63,2.62,3.83,No,119.606,No
Masculino,40,17,Chiapas,Postpago,tienda,57,10,63,35,2.86,4.81,3.38,0.78,4.4,1.85,3.06,1.41,2.43,Sí,35.094,Sí
Masculino,41,62,Guanajuato,Postpago,app,72,6,62,1,1.44,5.22,2.57,1.3,4.97,1.08,3.29,0.76,1.5,No,33.739,No
Femenino,65,59,Tamaulipas,Prepago,app,952,2,18,20,0.13,0.21,0.06,0.01,0.19,0.1,0.16,0.01,0.13,No,206.45,No
Masculino,63,66,Aguascalientes,Postpago,tienda,189,11,47,21,1.01,2.37,0.46,0.19,2.14,0.95,1.39,0.85,0.66,No,59.356,No
Masculino,37,36,Tabasco,Postpago,app,473,6,39,0,1.47,5.74,3.19,1.19,4.43,2.97,3.6,1.51,3.45,Sí,110.215,Sí
Masculino,32,31,Zacatecas,Postpago,tienda,204,2,29,51,2.77,9.11,3,4.62,9.64,5,7.45,2.33,7.08,Sí,77.5,Sí
Masculino,60,30,Tlaxcala,Prepago,app,942,5,6,31,4.89,6.41,4.55,2.52,8.36,0.7,5.3,2.77,3.5,No,214.2,No
Masculino,30,48,Quintana Roo,Prepago,app,296,11,7,9,4.09,11.52,3.46,0.85,7.94,5.02,6.62,3.03,6.46,No,84.147,No
Masculino,28,7,Colima,Postpago,app,574,0,6,16,2.5,10.73,2.69,4.38,8.38,3.56,7.4,1.6,3.4,No,134.342,No
Femenino,37,60,Tamaulipas,Prepago,app,867,4,53,52,1.65,5.15,2.5,0.51,3.85,1.48,2.29,1.68,2.9,No,207.253,No
Femenino,63,44,Morelos,Prepago,tienda,450,12,42,32,2.86,7.94,5.3,2.02,9.8,3.61,6.44,1.3,6.89,Sí,122.148,Sí
Femenino,57,2,Jalisco,Postpago,app,23,3,28,8,6.34,7.84,5.14,0.43,10.18,2.93,5.9,4.09,6.15,No,23.4,No
Femenino,24,10,Aguascalientes,Postpago,app,787,1,4,5,7.23,8.63,3.69,0.5,10.05,1.87,5.75,0.83,7.13,Sí,174.304,Sí
Femenino,38,22,Guerrero,Postpago,tienda,914,8,68,6,0.65,2.47,1.07,0.49,2.03,0.55,1.22,0.11,0.94,Sí,194.159,Sí
Masculino,28,29,Quintana Roo,Postpago,app,68,0,7,46,4.92,8.36,5.16,4.65,10.02,3.17,6.02,1.68,7.03,No,47.403,No
Masculino,58,49,Morelos,Prepago,tienda,828,10,49,33,3.54,10.83,4.36,0.46,9.59,2.77,8.77,3.58,6.11,No,200.303,No
Masculino,53,1,Jalisco,Postpago,app,34,14,59,45,5.53,6.83,2.16,3.56,6.24,4.12,5.05,0.41,5.28,No,35.154,No
Masculino,19,9,"Campeche, Coahuila",Prepago,app,601,10,58,22,3.85,9.15,2.74,1.39,7.67,5.02,9.29,2.5,6.39,No,145.45,No
Masculino,19,62,Sonora,Prepago,app,630,13,45,47,2.35,7.86,5.59,3.19,9.66,1.4,6.47,2.2,4.28,Sí,164.55,Sí
Femenino,56,37,Nuevo León,Prepago,app,756,12,65,0,0.77,2.72,0.71,0.12,2.16,0.7,2.22,0.95,0.83,Sí,163.354,Sí
Femenino,52,53,Oaxaca,Postpago,app,18,4,37,36,0.85,2.72,0.75,1.66,3.89,1.03,2.81,1.59,1.71,No,29.303,No
Masculino,47,55,Tamaulipas,Postpago,tienda,48,8,59,21,2.11,8.53,4.24,3.88,8.11,1.69,4.79,1.68,5.97,Sí,39.4,Sí
Masculino,60,20,Nuevo León,Prepago,tienda,834,0,23,26,0.91,2.45,1.32,0.14,2.14,0.45,1.86,0.68,1.84,Sí,182.287,Sí
Masculino,39,33,Tlaxcala,Postpago,tienda,712,9,52,3,5.71,11.29,6.08,3.7,11.13,0.95,8.91,1.33,2.92,Sí,166.456,Sí
Femenino,19,31,Nayarit,Prepago,app,714,2,62,9,1.39,3.24,1.69,0.96,2.58,1.39,2.07,0.98,1.71,Sí,158.053,Sí
Masculino,63,11,Tabasco,Prepago,app,659,2,64,28,2.81,10.08,6,3.71,7.63,1.28,8.14,2.18,3.11,No,158.532,No
Masculino,45,14,"Campeche, Coahuila",Postpago,tienda,970,0,62,16,1.71,2.12,1.22,0.59,3.01,1.22,2.31,0.4,1.42,No,208.2,No
Masculino,48,22,Yucatán,Postpago,app,659,2,35,15,2.86,8.55,4.63,2.16,8.81,3.25,4.12,1.58,2.05,No,152.753,No
Masculino,57,36,Guerrero,Prepago,tienda,363,1,67,32,0.91,3.17,0.87,0.51,4.08,1.4,1.71,1.65,2.2,No,95.9,No
Femenino,19,12,CDMX,Prepago,app,590,14,69,8,1.27,3.19,1.82,0.55,3.68,1.05,4.01,0.8,2.42,No,131.287,No
Masculino,41,9,Nayarit,Prepago,app,154,6,14,16,0.59,0.64,0.21,0.09,0.83,0.13,0.61,0.24,0.32,Sí,38.748,Sí
Femenino,18,44,Jalisco,Prepago,app,595,6,37,30,3.47,11.05,5.36,3.56,10.4,4.44,8.14,2.34,5.24,No,152.65,No
Femenino,24,41,"Campeche, Coahuila",Postpago,tienda,702,4,45,3,1.71,3.05,1.44,0.96,2.57,0.27,1.53,1.18,1.28,No,153.897,No
Femenino,69,63,Tlaxcala,Prepago,tienda,233,13,63,17,4.04,6.2,2.57,0.96,8.68,3.76,4.64,2.81,4.4,No,75.718,No
Masculino,56,41,Querétaro,Postpago,app,801,7,49,1,7.22,9.05,3.24,2.45,10.89,4.19,5.8,0.98,7.1,No,184.376,No
Femenino,58,4,México,Prepago,app,187,10,56,49,2.31,3.17,2.04,0.33,2.98,1.69,2.58,1.6,2.32,No,61.206,No
Femenino,18,35,Aguascalientes,Prepago,app,847,9,6,13,7.62,8,6.97,1.09,10.28,2.7,6.47,4.5,3.87,No,194.3,No
Femenino,16,38,Zacatecas,Postpago,tienda,788,0,69,46,4.05,8.35,4.18,3.04,11.74,0.87,5.24,0.79,4.7,No,193.438,No
Femenino,60,55,"Campeche, Coahuila",Prepago,app,171,4,9,41,4.18,7.86,2.64,1.32,8.02,2.41,4.73,0.95,2.11,No,65.466,No
Masculino,26,3,Aguascalientes,Postpago,app,314,6,13,30,3.01,7.03,1.41,2.14,7.88,0.51,5.41,2.98,3.63,No,83.1,No
Femenino,63,54,Morelos,Prepago,tienda,257,2,44,8,2.28,3.14,1.95,0.15,3.84,1.51,2.37,0.81,0.96,No,69.203,No
Masculino,49,47,Quintana Roo,Postpago,tienda,810,2,43,38,1,4.33,2.43,0.49,3.76,0.71,2.41,0.5,1.97,Sí,187.88,Sí
Masculino,31,1,Puebla,Postpago,app,307,6,68,51,3.98,10.46,4.33,2.09,6.34,1.51,7.03,0.42,4.37,No,92.409,No
Femenino,30,24,Jalisco,Postpago,app,910,10,38,7,1.39,4.1,1.68,0.74,3.01,1.03,3.22,0.43,1.52,Sí,194.736,Sí
Masculino,43,66,Zacatecas,Prepago,tienda,700,6,6,27,3.03,6.02,3.52,1.15,5.57,3.06,4.55,2.61,1.49,Sí,167.6,Sí
Masculino,29,71,Tabasco,Postpago,app,555,3,55,14,2.26,7.28,2.48,1.88,6.12,1.83,3.71,1.49,2.36,Sí,137.423,Sí
Femenino,25,53,Querétaro,Postpago,tienda,40,5,13,3,0,0,0,0,0,0,0,0,0,No,17.5,No
Masculino,67,60,Veracruz,Prepago,tienda,976,2,52,23,4.6,11.95,5.12,2.25,8.25,0.91,9.75,1.22,7.35,Sí,229.12,Sí
Masculino,61,35,Durango,Postpago,tienda,646,9,12,11,2.15,4.66,1.47,1.1,2.94,0.58,2.77,0.96,1.05,No,143.654,No
Masculino,68,43,Sonora,Prepago,tienda,85,5,53,40,2.11,6.99,3.86,2.47,5.61,2.37,5.32,0.3,3.97,Sí,48,Sí
Femenino,24,32,Jalisco,Postpago,app,266,0,38,6,3.38,5.2,3.22,1.99,5.01,1.38,5.57,0.47,2.22,Sí,70.232,Sí
Femenino,64,61,Tabasco,Postpago,tienda,926,7,22,39,2.67,3.58,1.91,0.93,4.69,1.12,3.7,1.57,2.83,No,214.05,No
Masculino,67,19,México,Prepago,tienda,63,4,13,41,0.72,2.67,0.67,0.11,2.29,0.11,1.93,1.05,1.43,No,31.694,No
Masculino,47,47,Baja California Sur,Postpago,app,998,8,41,21,2.1,3.4,2.32,1.62,3.13,0.58,3.2,0.73,1.92,Sí,220.7,Sí
Masculino,24,52,"Campeche, Coahuila",Prepago,tienda,65,5,41,48,3.9,6.68,3,2.59,9.2,0.47,7.15,0.6,3.9,No,48.497,No
Femenino,65,51,Tlaxcala,Prepago,tienda,961,4,25,33,7.14,7.7,4.87,2.59,7.29,4.21,6.22,3.02,3.41,No,224.935,No
Masculino,47,7,Baja California Sur,Prepago,tienda,344,6,29,28,1.48,3.31,0.95,0.99,2.6,1.62,3.07,0.52,1.73,Sí,84.581,Sí
Masculino,40,27,"Campeche, Coahuila",Postpago,tienda,712,2,39,45,3.17,4.55,1.41,2.68,5.84,0.43,3.76,0.45,2.42,Sí,169.313,Sí
Femenino,70,25,San Luis Potosi,Prepago,app,239,0,65,15,4.4,6.89,2.93,1.32,7.11,2.72,5.34,1.41,2.87,No,69.797,No
Masculino,42,57,Tamaulipas,Postpago,tienda,819,5,52,45,3.61,8.45,3.1,0.52,10.32,3.74,6.17,2.09,3.25,No,200.825,No
Femenino,38,15,Nayarit,Postpago,app,242,14,5,21,3.75,12.63,2.8,0.52,12.43,1.8,8.38,1.4,7.52,Sí,72.569,Sí
Masculino,21,31,Nuevo León,Prepago,app,834,9,70,33,1.01,1.58,1.03,0.11,2.15,0.29,1.41,0.22,0.72,Sí,187.406,Sí
Masculino,46,10,Durango,Prepago,app,160,14,53,29,3.04,9.09,1.89,2.34,9.5,0.69,5.42,0.94,4.79,No,56.16,No
Femenino,17,19,Sinaloa,Prepago,tienda,683,9,3,13,1.14,2.26,0.95,1.42,3.35,0.65,2.96,0.15,1.99,Sí,147.961,Sí
